424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
424,224
427,224
429,224
429,224
429,224
429,224
429,224
429,224
429,224
429,224
429,224
429,224
429,224
424,230
422,231
421,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
417,231
416,231
416,231
416,231
416,231
416,231
416,231
416,231
416,231
416,231
416,231
416,231
416,231
416,231
416,231
416,228
416,224
417,218
417,218
417,218
417,217
417,216
417,216
418,215
418,214
418,214
418,214
418,214
418,214
418,214
417,221
416,221
416,221
416,220
416,218
416,218
416,218
416,218
416,218
416,218
416,218
416,218
416,218
416,218
416,218
416,218
416,218
416,218
416,218
416,219
416,220
415,220
415,220
415,220
415,220
415,221
415,221
415,221
415,221
415,221
415,221
415,221
415,221
414,221
410,222
408,222
407,222
406,222
405,222
405,222
405,222
405,222
405,222
405,222
405,222
405,222
405,222
405,222
405,222
405,222
405,222
405,222
405,223
405,223
405,223
405,223
405,223
406,223
407,223
407,223
407,223
407,223
407,223
407,223
407,223
407,223
407,223
408,223
408,223
408,223
408,223
408,223
408,223
408,223
408,223
408,223
408,223
408,223
408,223
408,223
409,223
410,223
410,223
410,223
410,223
410,223
410,223
410,223
410,223
410,223
410,223
410,223
410,223
410,223
410,223
413,223
419,223
421,224
422,224
422,224
422,224
422,224
422,225
422,225
422,225
422,225
421,227
421,228
421,228
421,228
421,228
420,228
420,229
420,229
420,229
420,229
420,229
420,230
420,231
420,231
420,231
420,231
420,231
420,231
420,231
420,231
420,231
420,231
420,231
420,231
419,231
419,231
419,231
419,231
419,231
419,231
419,231
419,231
419,231
419,231
419,231
420,231
420,231
421,231
424,227
426,225
426,225
426,225
428,224
430,224
430,224
431,224
431,224
432,224
433,224
434,224
434,225
434,225
434,226
434,230
434,234
434,235
434,235
434,236
434,236
433,236
433,236
433,236
433,236
433,236
433,237
433,237
434,238
434,238
434,238
435,238
435,238
435,238
435,238
435,238
435,238
435,238
435,238
435,238
435,238
435,236
435,234
435,232
435,232
435,231
435,230
435,230
435,230
435,230
435,230
435,230
435,230
435,230
435,230
435,230
435,230
435,230
438,230
438,230
438,230
438,230
439,232
440,233
441,234
441,234
441,234
441,234
441,234
441,235
441,235
441,235
441,235
440,236
439,238
436,239
434,239
430,240
426,240
424,241
423,241
420,241
416,241
414,241
411,241
408,241
404,241
402,241
400,241
399,241
398,241
395,237
395,233
395,231
395,230
395,228
395,228
395,228
395,228
396,228
398,228
398,228
401,228
402,228
402,228
403,228
403,228
403,228
403,228
